Protein,Gene_x,Protein_Description,chart,b_LnLM1,t12_LnLM1,b_LnLM2,t12_LnLM2,b_CFit,t12_CFit
P56945,BCAR1,Breast cancer anti-estrogen resistance protein 1,1,0.3671521673578084,1.8879016445637324,0.3671521673578084,1.8879016445637324,0.45991331685828146,1.507125702066881
O75815,BCAR3,Breast cancer anti-estrogen resistance protein 3,1,0.19976553653991772,3.4698036136049857,0.19976553653991772,3.4698036136049857,0.226408845584389,3.0614845403714126
O75934,BCAS2,Pre-mRNA-splicing factor SPF27,1,0.20667849330188626,3.353746050139312,0.20667849330188626,3.353746050139312,0.2033806583143373,3.4081273327803068
Q9H6U6,BCAS3,BCAS3 microtubule associated cell migration factor,1,0.30986487531722573,2.2369336952125742,0.3098648753172258,2.236933695212574,0.3988659181530994,1.7377949556820493
Q8TDM0,BCAS4,Breast carcinoma-amplified sequence 4,1,0.18971846181693203,3.6535568226817827,0.18971846181693203,3.6535568226817827,0.189780613620359,3.6523603087643663
P54687,BCAT1,"Branched-chain-amino-acid aminotransferase, cytosolic",1,0.09562022914152989,7.248959626879798,0.09562022914152991,7.248959626879796,0.09721309669958252,7.130183114133037
O15382,BCAT2,"Branched-chain-amino-acid aminotransferase, mitochondrial",1,0.10751187472939608,6.447168578397265,0.10751187472939608,6.447168578397265,0.10614146424378418,6.530409067731861
Q9P287,BCCIP,BRCA2 and CDKN1A-interacting protein,1,0.11797753074994324,5.875247397990475,0.11797753074994324,5.875247397990475,0.12324624028129406,5.624083777143415
Q7Z5W3,BCDIN3D,RNA 5'-monophosphate methyltransferase,1,0.16874445980082672,4.107673706017277,0.16874445980082675,4.107673706017276,0.21400581223840778,3.238917547658762
P06276,BCHE,Cholinesterase,1,0.10204855676687026,6.792327128578983,0.10204855676687026,6.792327128578983,0.11117295620678858,6.234854268610512
P12694,BCKDHA,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",1,0.06155408935238533,11.260781986259449,0.06155408935238533,11.260781986259449,0.06166173102671746,11.241124260031087
P21953,BCKDHB,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial",1,0.048717148282183265,14.227991682621571,0.04871714828218327,14.22799168262157,0.049505804837961645,14.001331416158125
O95999,BCL10,B-cell lymphoma/leukemia 10,1,0.3608919816950024,1.9206499886875816,0.3608919816950024,1.9206499886875816,0.4212651012439557,1.645394262456462
P10415,BCL2,Apoptosis regulator Bcl-2,1,0.3165987633209093,2.1893553003470223,0.3165987633209093,2.1893553003470223,0.33496333786564403,2.069322526389354
Q07817,BCL2L1,Bcl-2-like protein 1,1,0.31266082154955893,2.216930081372784,0.3126608215495589,2.2169300813727846,0.368055390796062,1.8832686543749482
O43521,BCL2L11,Bcl-2-like protein 11,1,0.17052347688982905,4.064819655347342,0.17052347688982905,4.064819655347342,0.19561923031847528,3.5433488795118775
Q9BXK5,BCL2L13,Bcl-2-like protein 13,1,0.08021468447797836,8.64115074528826,0.08021468447797836,8.64115074528826,0.08138239401570879,8.517163803588168
Q92843,BCL2L2,Bcl-2-like protein 2,1,0.26449952436970436,2.6205989678495545,0.26449952436970436,2.6205989678495545,0.3132443679843508,2.212800137541735
Q4VC05,BCL7A,B-cell CLL/lymphoma 7 protein family member A,1,0.35667974351686965,1.9433320595262846,0.3566797435168697,1.9433320595262844,0.3901685590804506,1.7765326406452504
Q9BQE9,BCL7B,B-cell CLL/lymphoma 7 protein family member B,1,0.3723738583836463,1.8614281452749437,0.37237385838364623,1.8614281452749442,0.42242807758415524,1.6408643680221704
Q8WUZ0,BCL7C,B-cell CLL/lymphoma 7 protein family member C,1,0.35028772216196524,1.9787938220667907,0.35028772216196524,1.9787938220667907,0.4405987881616468,1.5731935701685216
O00512,BCL9,B-cell CLL/lymphoma 9 protein,1,0.32137901782752115,2.1567904004608853,0.32137901782752115,2.1567904004608853,0.3113404258608481,2.2263320885600115
Q86UU0,BCL9L,B-cell CLL/lymphoma 9-like protein,1,0.445775770121383,1.5549234099717983,0.44577577012138303,1.5549234099717981,0.42590300257205327,1.6274766234893596
Q9NYF8,BCLAF1,Bcl-2-associated transcription factor 1,1,0.12900756650895467,5.37291880869509,0.1290075665089547,5.372918808695088,0.132240795361338,5.24155332449395
A2AJT9,BCLAF3,BCLAF1 and THRAP3 family member 3,1,0.2738317084162307,2.531288960540483,0.2738317084162307,2.531288960540483,0.3184705125613789,2.176487785274484
Q9BYV7,BCO2,"Carotenoid-cleaving dioxygenase, mitochondrial",1,0.23208208928932425,2.9866465899306687,0.2320820892893242,2.9866465899306696,0.24103761883764452,2.875680501253324
Q6W2J9,BCOR,BCL-6 corepressor,1,0.39433393309122095,1.7577670151952156,0.39433393309122083,1.757767015195216,0.9694459118021491,0.7149931441470737
Q5H9F3,BCORL1,BCL-6 corepressor-like protein 1,1,0.3285719801414454,2.1095748342921867,0.3285719801414454,2.1095748342921867,0.49680202155381986,1.3952181160455581
P11274,BCR,Breakpoint cluster region protein,1,0.24029712280983345,2.8845421553735737,0.24029712280983345,2.8845421553735737,0.26266006905716,2.638951489840288
Q9Y276,BCS1L,Mitochondrial chaperone BCS1,1,0.07132634041966218,9.717969217005683,0.07132634041966218,9.717969217005683,0.07237473646656073,9.577197989248635
Q02338,BDH1,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",1,0.03624764078675086,19.122546061350914,0.03624764078675086,19.122546061350914,0.036900003984019214,18.784474409816756
Q9BUT1,BDH2,Dehydrogenase/reductase SDR family member 6,1,0.06158916523161555,11.254368815574272,0.06158916523161555,11.254368815574272,0.06008104578946719,11.536869431148633
Q14457,BECN1,Beclin-1,1,0.20526063935847846,3.376912313662801,0.20526063935847852,3.3769123136628,0.20336262534458088,3.408429544934649
Q9BUH8,BEGAIN,Brain-enriched guanylate kinase-associated protein,0,,,,,,
Q5T5X7,BEND3,BEN domain-containing protein 3,1,0.11977900265289554,5.786883887893094,0.11977900265289554,5.786883887893094,0.1352144676663817,5.126279698635252
Q7L4P6,BEND5,BEN domain-containing protein 5,1,0.2942102529344579,2.3559586168275373,0.2942102529344579,2.3559586168275373,0.4265105173154781,1.6251584718771268
Q8N7W2,BEND7,BEN domain-containing protein 7,0,,,,,,
O15155,BET1,BET1 homolog,1,0.1789380334055266,3.8736716133962887,0.1789380334055266,3.8736716133962887,0.19174436106266823,3.61495470697781
Q9NYM9,BET1L,BET1-like protein,1,0.25015555935094097,2.7708645866532007,0.25015555935094097,2.7708645866532007,0.2575211800865684,2.6916123183612966
Q9NZS9,BFAR,Bifunctional apoptosis regulator,0,,,,,,
P21810,BGN,Biglycan,1,0.17849344598194172,3.883320066721505,0.1784934459819417,3.8833200667215055,0.31041960205890595,2.232936244884471
Q6PI77,BHLHB9,Protein BHLHb9,0,,,,,,
Q93088,BHMT,Betaine--homocysteine S-methyltransferase 1,1,0.011858128365355287,58.45333759289066,0.011858128365355287,58.45333759289066,0.01194677099506183,58.01962562490367
Q96G01,BICD1,Protein bicaudal D homolog 1,1,0.45777396326562697,1.5141690794627853,0.45777396326562697,1.5141690794627853,0.9851834218329278,0.7035717057340948
Q8TD16,BICD2,Protein bicaudal D homolog 2,1,0.4397723398515457,1.576150016151383,0.4397723398515456,1.5761500161513833,0.9551782917779639,0.7256730879736858
Q9NZM4,BICRA,BRD4-interacting chromatin-remodeling complex-associated protein,1,0.4566575291730032,1.5178709126185213,0.4566575291730032,1.5178709126185213,0.5443078073788281,1.2734470664638615
Q6AI39,BICRAL,BRD4-interacting chromatin-remodeling complex-associated protein-like,1,0.6701160245310678,1.0343689080484146,0.6701160245310678,1.0343689080484146,0.7782079990478431,0.8906965508039344
P55957,BID,BH3-interacting domain death agonist,1,0.17597089357811047,3.9389876727100277,0.17597089357811047,3.9389876727100277,0.1869773453474366,3.7071185242894353
O00499,BIN1,Myc box-dependent-interacting protein 1,1,0.23960008019192042,2.892933842111957,0.23960008019192042,2.892933842111957,0.2380624675281563,2.911618903042601
Q9NQY0,BIN3,Bridging integrator 3,1,0.2014799440970021,3.4402788012797494,0.2014799440970021,3.4402788012797494,0.24073411754067242,2.879305964776002
Q13490,BIRC2,Baculoviral IAP repeat-containing protein 2,1,0.37313822712046957,1.8576150342702873,0.37313822712046957,1.8576150342702873,0.426568393212596,1.6249379738139436
O15392,BIRC5,Baculoviral IAP repeat-containing protein 5,0,,,,,,
Q9NR09,BIRC6,Baculoviral IAP repeat-containing protein 6,1,0.19401939319512312,3.5725664797995473,0.19401939319512312,3.5725664797995473,0.23225405667438415,2.9844351934473408
P54132,BLM,RecQ-like DNA helicase BLM,1,0.10205298086159438,6.792032674675135,0.1020529808615944,6.792032674675134,0.11373734274453669,6.0942797135397315
Q13867,BLMH,Bleomycin hydrolase,1,0.06579204255361223,10.535425769691184,0.06579204255361223,10.535425769691184,0.06616745150109181,10.475651771906431
P78537,BLOC1S1,Biogenesis of lysosome-related organelles complex 1 subunit 1,1,0.2018489768885705,3.4339890706634244,0.2018489768885705,3.4339890706634244,0.21490044152443694,3.225433952778201
Q6QNY1,BLOC1S2,Biogenesis of lysosome-related organelles complex 1 subunit 2,1,0.25449445848442553,2.7236238646915933,0.2544944584844255,2.723623864691594,0.30426881904836633,2.2780749691270965
Q6QNY0,BLOC1S3,Biogenesis of lysosome-related organelles complex 1 subunit 3,1,0.25040741158180224,2.7680777345262815,0.2504074115818022,2.768077734526282,0.22475200455385747,3.084053385578797
Q9NUP1,BLOC1S4,Biogenesis of lysosome-related organelles complex 1 subunit 4,1,0.2663785284043612,2.6021135588967272,0.2663785284043612,2.6021135588967272,0.31161036844153195,2.224403456234807
Q8TDH9,BLOC1S5,Biogenesis of lysosome-related organelles complex 1 subunit 5,1,0.2621401737147275,2.644185249202813,0.26214017371472753,2.644185249202812,0.3360749485476432,2.062477978663388
Q9UL45,BLOC1S6,Biogenesis of lysosome-related organelles complex 1 subunit 6,0,,,,,,
P53004,BLVRA,Biliverdin reductase A,1,0.18482389870232685,3.7503114338926067,0.18482389870232685,3.7503114338926067,0.1877556240960603,3.691751892371088
P30043,BLVRB,Flavin reductase (NADPH),1,0.18478851125465245,3.751029627619741,0.18478851125465248,3.75102962761974,0.18560225867449293,3.7345837572783998
Q96MC5,BMERB1,bMERB domain-containing protein 1,1,0.45260870027961453,1.5314490864442727,0.4526087002796144,1.5314490864442731,1.2228152675015558,0.566845376388027
P35226,BMI1,Polycomb complex protein BMI-1,1,0.5168132087324859,1.3411947853653519,0.5168132087324858,1.3411947853653523,1.3828313460956307,0.5012521465593174
P13497,BMP1,Bone morphogenetic protein 1,1,0.11405256557389117,6.0774361109034105,0.11405256557389115,6.0774361109034105,0.10928999883681095,6.342274571664467
Q9NSY1,BMP2K,BMP-2-inducible protein kinase,0,,,,,,
P12645,BMP3,Bone morphogenetic protein 3,1,0.10017444405949728,6.919401321042118,0.10017444405949728,6.919401321042118,0.10198076059339199,6.796842625282978
P22003,BMP5,Bone morphogenetic protein 5,1,0.16809046350776055,4.123655596487444,0.16809046350776052,4.123655596487445,0.18335447843923616,3.780366787112074
P18075,BMP7,Bone morphogenetic protein 7,1,0.14143597137657157,4.900784247555024,0.14143597137657155,4.900784247555025,0.1855930549847639,3.734768957905503
P36894,BMPR1A,Bone morphogenetic protein receptor type-1A,1,0.30716552771628836,2.2565917006161142,0.3071655277162884,2.256591700616114,0.3991680609863617,1.736479564139346
Q13873,BMPR2,Bone morphogenetic protein receptor type-2,1,0.4208177163389835,1.6471435342365452,0.4208177163389835,1.6471435342365452,0.625985044706933,1.1072903201456763
Q14692,BMS1,Ribosome biogenesis protein BMS1 homolog,1,0.1995242665805223,3.473999390847082,0.1995242665805223,3.473999390847082,0.2252234951135417,3.07759712285128
Q1RMZ1,BMT2,S-adenosylmethionine sensor upstream of mTORC1,1,0.3214998390426106,2.1559798680585893,0.3214998390426106,2.1559798680585893,0.38275645726508445,1.8109353020787693
Q6ZN30,BNC2,Zinc finger protein basonuclin-2,1,0.2391006203764838,2.898976922220141,0.23910062037648377,2.898976922220141,1.4561045944890658,0.47602842761660574
Q12981,BNIP1,Vesicle transport protein SEC20,1,0.19994636693905388,3.4666655422212553,0.19994636693905388,3.4666655422212553,0.19866500651438057,3.4890250312390627
O60238,BNIP3L,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,1,0.39379947631123496,1.76015262146292,0.39379947631123496,1.76015262146292,0.9856377100208521,0.703247423990384
Q96IK1,BOD1,Biorientation of chromosomes in cell division protein 1,1,0.5303167734321008,1.3070436676442263,0.5303167734321008,1.3070436676442263,0.831118438553305,0.8339932654682516
Q8NFC6,BOD1L1,Biorientation of chromosomes in cell division protein 1-like 1,1,0.5417997904078072,1.2793419134367334,0.5417997904078071,1.2793419134367339,0.5922670547861243,1.1703287815160515
Q9Y3E2,BOLA1,BolA-like protein 1,1,0.20368375218937418,3.4030558309604113,0.20368375218937418,3.4030558309604113,0.20778155444538915,3.335941837619296
Q9H3K6,BOLA2B,BolA-like protein 2,1,0.1629749886135271,4.253089301964297,0.16297498861352708,4.253089301964298,0.17695671287165615,3.9170437182717888
Q53S33,BOLA3,BolA-like protein 3,1,0.10966857561060399,6.320380990641079,0.10966857561060399,6.320380990641079,0.11636237451537766,5.956798178506951
Q14137,BOP1,Ribosome biogenesis protein BOP1,1,0.17323765300980262,4.0011346755010795,0.17323765300980262,4.0011346755010795,0.19973972183240038,3.470252057032292
Q969J3,BORCS5,BLOC-1-related complex subunit 5,1,0.19410284099663533,3.5710305784342466,0.19410284099663536,3.571030578434246,0.22007343651807695,3.1496176527556963
Q96GS4,BORCS6,BLOC-1-related complex subunit 6,1,0.11368657473482362,6.097001182212816,0.11368657473482362,6.097001182212816,0.1157525329478631,5.988181536140989
Q96B45,BORCS7,BLOC-1-related complex subunit 7,1,0.25914618744360624,2.674734239379013,0.25914618744360624,2.674734239379013,0.2976474863427206,2.3287520048525927
Q96FH0,BORCS8,BLOC-1-related complex subunit 8,1,0.2311129439241587,2.999170746522126,0.23111294392415868,2.9991707465221262,0.2424675478497716,2.8587214524452835
P07738,BPGM,Bisphosphoglycerate mutase,1,0.13077942739914214,5.300123990025147,0.13077942739914214,5.300123990025147,0.1347484664579231,5.144007934044943
Q86WA6,BPHL,Valacyclovir hydrolase,1,0.05156276584131027,13.442785103754465,0.05156276584131026,13.442785103754467,0.05195880765058759,13.340321148653352
O95861,BPNT1,"3'(2'),5'-bisphosphate nucleotidase 1",1,0.10307163840056713,6.724906980387453,0.10307163840056713,6.724906980387453,0.10327469518787201,6.7116845932007605
Q9NX62,BPNT2,"Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase",1,0.174483217809716,3.9725722007022024,0.174483217809716,3.9725722007022024,0.18196870185117972,3.8091560444654102
Q12830,BPTF,Nucleosome-remodeling factor subunit BPTF,1,0.2039048185483951,3.399366358747587,0.20390481854839512,3.3993663587475864,0.2440935761345928,2.8396780920516527
P15056,BRAF,Serine/threonine-protein kinase B-raf,1,0.16853406217453404,4.112801718634904,0.16853406217453404,4.112801718634904,0.16843115847665177,4.115314451488681
Q7Z569,BRAP,BRCA1-associated protein,1,0.2854328853506687,2.4284068729795414,0.2854328853506687,2.4284068729795414,0.3429266981412724,2.0212692225975233
Q6PJG6,BRAT1,BRCA1-associated ATM activator 1,1,0.19655238204273515,3.5265264829466103,0.19655238204273517,3.52652648294661,0.2312478867449726,2.9974206048610066
Q69YU5,BRAWNIN,Protein BRAWNIN,1,0.25513170461786566,2.716821030134753,0.2551317046178657,2.7168210301347524,0.2841491421458833,2.4393780509957717
P46736,BRCC3,Lys-63-specific deubiquitinase BRCC36,1,0.11640213808539235,5.954763305562773,0.11640213808539235,5.954763305562773,0.11681286577134145,5.933825661950331
O95696,BRD1,Bromodomain-containing protein 1,1,0.2730383563637628,2.5386439831789827,0.2730383563637628,2.5386439831789827,0.3280885371002585,2.112683322270814
P25440,BRD2,Bromodomain-containing protein 2,1,0.2560492220062567,2.707085673328107,0.2560492220062567,2.707085673328107,0.3329460694039132,2.081860229799122
Q15059,BRD3,Bromodomain-containing protein 3,1,0.27209697016889783,2.5474270445925598,0.27209697016889783,2.5474270445925598,0.3473849825055113,1.9953285705116754
O60885,BRD4,Bromodomain-containing protein 4,1,0.29969121160923834,2.312871227814737,0.29969121160923834,2.312871227814737,0.36710927632661555,1.888122216621013
Q9NPI1,BRD7,Bromodomain-containing protein 7,1,0.18210508266800784,3.8063033189667097,0.18210508266800787,3.806303318966709,0.19081115883096678,3.6326344056952204
Q9H0E9,BRD8,Bromodomain-containing protein 8,1,0.33261838899543683,2.083911183183124,0.33261838899543683,2.083911183183124,0.41081142960618616,1.6872636217166914
Q9H8M2,BRD9,Bromodomain-containing protein 9,1,0.31816530681685923,2.1785756199965927,0.3181653068168592,2.178575619996593,0.37378408470553465,1.8544052808080456
Q92994,BRF1,Transcription factor IIIB 90 kDa subunit,1,0.31303084261296427,2.2143095382360203,0.3130308426129643,2.21430953823602,0.4020331126766572,1.7241047035780412
Q9HAW0,BRF2,Transcription factor IIIB 50 kDa subunit,1,0.192444001113829,3.601812353454211,0.192444001113829,3.601812353454211,0.22866741306902336,3.031245997219195
O95415,BRI3,Brain protein I3,1,0.16081000991638025,4.310348472214979,0.16081000991638028,4.3103484722149785,0.18167797276120976,3.8152516236571516
Q8WY22,BRI3BP,BRI3-binding protein,1,0.13410355602524796,5.168745714911878,0.13410355602524798,5.168745714911877,0.14407453528539824,4.811031867546095
O60477,BRINP1,BMP/retinoic acid-inducible neural-specific protein 1,1,0.5107369078875093,1.3571511474017308,0.5107369078875093,1.3571511474017308,0.7715385090428966,0.898396090973869
Q9C0B6,BRINP2,BMP/retinoic acid-inducible neural-specific protein 2,1,0.32562351147612845,2.1286766960338492,0.32562351147612845,2.1286766960338492,0.3718993717846745,1.8638030422951872
Q76B58,BRINP3,BMP/retinoic acid-inducible neural-specific protein 3,1,0.4236679042457494,1.6360625235323087,0.4236679042457494,1.6360625235323087,1.201643953011209,0.5768324126485073
Q8TDN6,BRIX1,Ribosome biogenesis protein BRX1 homolog,1,0.09910797584207037,6.993858714907898,0.09910797584207037,6.993858714907898,0.10213666600136409,6.786467658447829
Q8WUW1,BRK1,Protein BRICK1,1,0.21603320714492624,3.208521457050565,0.21603320714492624,3.208521457050565,0.25757248187542275,2.6910762186746027
