,gene,UniProtID,pDesc,pLength,pMass,subLoc,abundanceLevel,avgCopyN
1752,COPS8,Q99627,COP9 siglosome complex subunit 8,209,23226,Cytoplasm; Nucleus,High,61349.283245534214
1753,COPZ1,P61923,Coatomer subunit zeta-1,177,20198,"Cytoplasm; Golgi apparatus membrane; Cytoplasmic vesicle, COPI-coated vesicle membrane",High,139285.10660787075
1754,COQ3,Q9NZJ6,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",369,41054,Mitochondrion inner membrane,Medium,
1755,COQ5,Q5HYK3,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",327,37140,Mitochondrion inner membrane,Low,8796.282248283944
1756,COQ6,Q9Y2Z9,"Ubiquinone biosynthesis monooxygese COQ6, mitochondrial",468,50870,Mitochondrion inner membrane; Golgi apparatus; Cell projection,High,
1757,COQ7,Q99807,"5-demethoxyubiquinone hydroxylase, mitochondrial",217,24277,Mitochondrion inner membrane; Mitochondrion; Nucleus; Chromosome,Medium,
1758,COQ8A,Q8NI60,"Atypical kise COQ8A, mitochondrial",647,71950,Mitochondrion; Membrane,Very Low,392.10829718727155
1759,COQ8B,Q96D53,"Atypical kise COQ8B, mitochondrial",544,60069,"Mitochondrion membrane; Cytoplasm, cytosol; Cell membrane",High,
1760,COQ9,O75208,"Ubiquinone biosynthesis protein COQ9, mitochondrial",318,35509,Mitochondrion,Medium,11888.649678083068
1761,CORO1A,P31146,Coronin-1A,461,51026,"Cytoplasm, cytoskeleton; Cytoplasm, cell cortex; Cytoplasmic vesicle, phagosome membrane",High,167218.47970901383
1762,CORO1B,Q9BR76,Coronin-1B,489,54235,"Cytoplasm, cytoskeleton; Cytoplasm, cytoskeleton, stress fiber",High,79853.49263153315
1763,CORO1C,Q9ULV4,Coronin-1C,474,53249,"Cell membrane; Cell projection, lamellipodium; Cell projection, ruffle membrane; Cytoplasm, cytoskeleton; Cytoplasm, cell cortex; Endosome membrane.;[Isoform 3]: Cell membrane, sarcolemma; Cytoplasm, myofibril, sarcomere; Synapse; Cell membrane; Cytoplasm, cytoskeleton; Cytoplasm, cell cortex",High,306542.9437691042
1764,CORO2A,Q92828,Coronin-2A,525,59763,,Low,4565.659695652297
1765,CORO2B,Q9UQ03,Coronin-2B,480,54953,"Cytoplasm, cytoskeleton",Medium,16587.690163483625
1766,CORO6,Q6QEF8,Coronin-6,472,52762,,Low  ,
1767,CORO7,P57737,Coronin-7,925,100605,"Golgi apparatus membrane; Golgi apparatus, trans-Golgi network; Cytoplasmic vesicle; Cytoplasm, cytosol",High,69757.75457585668
1768,COTL1,Q14019,Coactosin-like protein,142,15945,"Cytoplasm; Cytoplasm, cytoskeleton; Nucleus",High,2239115.3957150853
1769,COX10,Q12887,"Protoheme IX farnesyltransferase, mitochondrial",443,48910,Mitochondrion membrane; Multi-pass membrane protein,Very Low,
1770,COX11,Q9Y6N1,"Cytochrome c oxidase assembly protein COX11, mitochondrial",276,31430,Mitochondrion inner membrane,Medium,
1771,COX14,Q96I36,Cytochrome c oxidase assembly protein COX14,57,6600,Mitochondrion outer membrane,Medium,
1772,COX15,Q7KZN9,Cytochrome c oxidase assembly protein COX15 homolog,410,46030,Mitochondrion membrane,Low,3117.9686432371836
1773,COX16,Q9P0S2,"Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial",106,12293,Mitochondrion inner membrane,Medium,
1774,COX17,Q14061,Cytochrome c oxidase copper chaperone,63,6915,Mitochondrion intermembrane space; Cytoplasm,High,341881.7179500724
1775,COX18,Q8N8Q8,"Cytochrome c oxidase assembly protein COX18, mitochondrial",333,37063,Mitochondrion inner membrane,High,
1776,COX19,Q49B96,Cytochrome c oxidase assembly protein COX19,90,10394,"Cytoplasm, cytosol; Mitochondrion intermembrane space; Mitochondrion",Low,2948.51860171149
1777,COX20,Q5RI15,"Cytochrome c oxidase assembly protein COX20, mitochondrial",118,13291,Mitochondrion inner membrane,Medium,39660.11392095548
1778,COX4I1,P13073,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",169,19577,Mitochondrion inner membrane,High,491222.1372586815
1779,COX5A,P20674,"Cytochrome c oxidase subunit 5A, mitochondrial",150,16762,Mitochondrion inner membrane,High,552090.5346506112
1780,COX5B,P10606,"Cytochrome c oxidase subunit 5B, mitochondrial",129,13696,Mitochondrion inner membrane,High,590083.3178507478
1781,COX6A1,P12074,"Cytochrome c oxidase subunit 6A1, mitochondrial (Cytochrome c oxidase polypeptide VIa-liver) (Cytochrome c oxidase subunit VIA-liver) (COX VIa-L)",109,12155,Mitochondrion inner membrane,Medium,7295.969660504592
1782,COX6B1,P14854,Cytochrome c oxidase subunit 6B1,86,10192,Mitochondrion inner membrane,High,619957.7055935294
1783,COX6C,P09669,Cytochrome c oxidase subunit 6C,75,8781,Mitochondrion inner membrane,High,458304.7812049417
1784,COX7A2,P14406,"Cytochrome c oxidase subunit 7A2, mitochondrial",83,9396,Mitochondrion inner membrane,High,528825.4319939296
1785,COX7A2L,O14548,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial",114,12615,Mitochondrion inner membrane,High,62793.010340890934
1786,COX7B,P24311,"Cytochrome c oxidase subunit 7B, mitochondrial",80,9161,Mitochondrion inner membrane,High,42872.827137668646
1787,COX7C,P15954,"Cytochrome c oxidase subunit 7C, mitochondrial",63,7246,Mitochondrion inner membrane,High,184808.77743113937
1788,COX8A,P10176,"Cytochrome c oxidase subunit 8A, mitochondrial",69,7579,Mitochondrion inner membrane,High,113500.84826120481
1789,CPA1,P15085,Carboxypeptidase A1,419,47140,Secreted,Very Low,
1790,CPB2,Q96IY4,Carboxypeptidase B2,423,48424,Secreted,Low  ,
1791,CPD,O75976,Carboxypeptidase D,1380,152931,Cell membrane,Medium,12651.118716535217
1792,CPE,P16870,Carboxypeptidase E,476,53151,"[Isoform 1]: Cytoplasmic vesicle, secretory vesicle; Cytoplasmic vesicle, secretory vesicle membrane; Secreted",High,142783.28322672797
1793,CPEB2,Q7Z5Q1,Cytoplasmic polyadenylation element-binding protein 2,589,64944,Cytoplasm,Low,721.3396000937377
1794,CPEB3,Q8NE35,Cytoplasmic polyadenylation element-binding protein 3,698,76014,"Cytoplasm; Nucleus; Synapse; Cell projection, dendrite; Postsynaptic density",Very Low,
1795,CPEB4,Q17RY0,Cytoplasmic polyadenylation element-binding protein 4,729,80152,"Cytoplasm; Cell projection, dendrite; Cell projection, dendritic spine; Postsynaptic density; Cell projection, axon; Cell projection, growth cone; Endoplasmic reticulum; Cytoplasm, perinuclear region",Low,5131.926161586041
1796,CPLANE1,Q9H799,Ciliogenesis and planar polarity effector 1 (Protein JBTS17),3197,361746,"Membrane; Cell projection, cilium",Low  ,
1797,CPLX1,O14810,Complexin-1,134,15030,"Cytoplasm, cytosol; Perikaryon; Presynapse",Medium,22567.25536691166
1798,CPLX2,Q6PUV4,Complexin-2,134,15394,"Cytoplasm, cytosol; Presynapse; Nucleus; Perikaryon",Medium,32956.50122652536
1799,CPNE1,Q99829,Copine-1,537,59059,Nucleus; Cytoplasm; Cell membrane,High,78122.31136035781
1800,CPNE2,Q96FN4,Copine-2,548,61190,Cytoplasm; Nucleus; Cell membrane,Very Low,598.0939686841277
1801,CPNE3,O75131,Copine-3,537,60131,"Nucleus; Cytoplasm; Cell membrane; Cell junction; Cell junction, focal adhesion",High,67668.62648477913
1802,CPNE4,Q96A23,Copine-4,557,62395,,Low  ,3205.684314653073
1803,CPNE5,Q9HCH3,Copine-5,593,65734,Perikaryon; Cell projection,High,
1804,CPNE7,Q9UBL6,Copine-7,633,70294,Cytoplasm; Nucleus; Cell membrane,Low,5978.668478431891
1805,CPOX,P36551,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",454,50152,Mitochondrion intermembrane space,Medium,17252.03054559085
1806,CPPED1,Q9BRF8,Serine/threonine-protein phosphatase CPPED1,314,35548,Cytoplasm,Low,8766.912425560651
1807,CPQ,Q9Y646,Carboxypeptidase Q,472,51888,Endoplasmic reticulum; Golgi apparatus; Lysosome; Secreted,Medium,
1808,CPS1,P31327,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",1500,164939,"Mitochondrion; Nucleus, nucleolus; Cell membrane",Low,1805.6882420255947
1809,CPSF1,Q10570,Cleavage and polyadenylation specificity factor subunit 1,1443,160884,"Nucleus, nucleoplasm",Medium,12942.379953570871
1810,CPSF2,Q9P2I0,Cleavage and polyadenylation specificity factor subunit 2,782,88487,Nucleus,Medium,11679.380286191805
1811,CPSF3,Q9UKF6,Cleavage and polyadenylation specificity factor subunit 3,684,77486,Nucleus,Medium,15063.329160933617
1812,CPSF4,O95639,Cleavage and polyadenylation specificity factor subunit 4,269,30255,Nucleus,Low,7993.626601390761
1813,CPSF6,Q16630,Cleavage and polyadenylation specificity factor subunit 6,551,59210,"Nucleus; Nucleus, nucleoplasm; Nucleus speckle; Cytoplasm",High,103579.20092410251
1814,CPSF7,Q8N684,Cleavage and polyadenylation specificity factor subunit 7,471,52050,Nucleus; Cytoplasm,High,98543.5749261858
1815,CPT1A,P50416,"Carnitine O-palmitoyltransferase 1, liver isoform",773,88368,Mitochondrion outer membrane,Low  ,4739.121388606952
1816,CPT1C,Q8TCG5,"Carnitine O-palmitoyltransferase 1, brain isoform",803,90989,"Mitochondrion outer membrane; Synapse; Cell projection, dendrite; Cell projection, axon; Endoplasmic reticulum",Low  ,959.4924448930547
1817,CPT2,P23786,"Carnitine O-palmitoyltransferase 2, mitochondrial",658,73777,Mitochondrion inner membrane; Peripheral membrane protein; Matrix side,Medium,24028.763497559066
1818,CPTP,Q5TA50,Ceramide-1-phosphate transfer protein,214,24365,"Cytoplasm, cytosol; Golgi apparatus, trans-Golgi network membrane; Cell membrane; Endosome membrane; Nucleus outer membrane",Medium,
1819,CPVL,Q9H3G5,Probable serine carboxypeptidase CPVL,476,54164,,Medium,14695.782006615289
1820,CPXM1,Q96SM3,Probable carboxypeptidase X1,734,81668,Secreted,Low  ,1762.482271590104
1821,CRABP1,P29762,Cellular retinoic acid-binding protein 1,137,15566,Cytoplasm,High,8395360.630751824
1822,CRABP2,P29373,Cellular retinoic acid-binding protein 2,138,15693,Cytoplasm; Endoplasmic reticulum; Nucleus,High,340330.3440247162
1823,CRACD,Q6ZU35,Capping protein-inhibiting regulator of actin dymics,1233,136760,"Cytoplasm, cytosol",Medium,34623.52551033132
1824,CRADD,P78560,Death domain-containing protein CRADD,199,22745,Cytoplasm; Nucleus,Very Low,819.796363528094
1825,CRAMP1,Q96RY5,Protein cramped-like,1269,134718,Nucleus,Low  ,
1826,CRAT,P43155,Carnitine O-acetyltransferase,626,70858,Endoplasmic reticulum; Peroxisome; Mitochondrion inner membrane.;[Isoform 1]: Mitochondrion.;[Isoform 2]: Peroxisome,Medium,11971.159214231666
1827,CRB2,Q5IJ48,Protein crumbs homolog 2,1285,134265,[Isoform 1]: Apical cell membrane; Cytoplasm; Cell junction.;[Isoform 2]: Secreted,Low  ,1846.4495128667947
1828,CRBN,Q96SW2,Protein cereblon,442,50546,Cytoplasm; Nucleus; Membrane,Medium,11167.770103055494
1829,CRCP,O75575,D-directed R polymerase III subunit RPC9,148,16871,Nucleus; Cell membrane,Medium,
1830,CREB1,P16220,Cyclic AMP-responsive element-binding protein 1,327,35136,Nucleus,Medium,19159.70688214003
1831,CREB5,Q02930,Cyclic AMP-responsive element-binding protein 5,508,56918,Nucleus,Low  ,
1832,CREBBP,Q92793,CREB-binding protein,2442,265351,Cytoplasm; Nucleus,Low,1987.5561482058692
1833,CREG1,O75629,Protein CREG1,220,24075,Secreted,Low  ,
1834,CREG2,Q8IUH2,Protein CREG2 (Cellular repressor of E1A-stimulated genes 2),290,32109,Secreted,Very Low,
1835,CRELD1,Q96HD1,Protein disulfide isomerase CRELD1,420,45440,Membrane,Medium,13441.873395877648
1836,CRELD2,Q6UXH1,Protein disulfide isomerase CRELD2,353,38192,Endoplasmic reticulum,Low,3764.608324728756
1837,CRIM1,Q9NZV1,Cysteine-rich motor neuron 1 protein,1036,113738,[Processed cysteine-rich motor neuron 1 protein]: Secreted.;Cell membrane,Very Low,
1838,CRIP2,P52943,Cysteine-rich protein 2,208,22493,,High,488914.7333026548
1839,CRIPT,Q9P021,Cysteine-rich PDZ-binding protein,101,11216,"Cytoplasm; Synapse; Cell projection, dendritic spine",Medium,
1840,CRISPLD1,Q9H336,Cysteine-rich secretory protein LCCL domain-containing 1,500,56888,Secreted,Medium,
1841,CRK,P46108,Adapter molecule crk,304,33831,Cytoplasm; Cell membrane,High,166580.0113088895
1842,CRKL,P46109,Crk-like protein,303,33777,,High,80096.73333480375
1843,CRLF3,Q8IUI8,Cytokine receptor-like factor 3,442,49766,Cytoplasm,Low  ,688.932623606214
1844,CRLS1,Q9UJA2,Cardiolipin synthase (CMP-forming),301,32593,Mitochondrion inner membrane,Low  ,
1845,CRMP1,Q14194,Dihydropyrimidise-related protein 1,572,62184,"Cytoplasm; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Cytoplasm, cytoskeleton, spindle; Cell projection, growth cone; Cytoplasm, cytoskeleton; Perikaryon",High,2677077.61557912
1846,CRNKL1,Q9BZJ0,Crooked neck-like protein 1,848,100452,Nucleus; Nucleus speckle,Low,5223.523410896432
1847,CROCC,Q5TZA2,Rootletin,2017,228424,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole; Cytoplasm, cytoskeleton, cilium basal body; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",High,
1848,CROT,Q9UKG9,Peroxisomal carnitine O-octanoyltransferase,612,70178,Peroxisome,Low  ,
1849,CRP,P02741,C-reactive protein [Cleaved into: C-reactive protein(1-205)],224,25039,Secreted,Medium,7372.048616472698
1850,CRPPA,A4D126,D-ribitol-5-phosphate cytidylyltransferase,451,49873,"Cytoplasm, cytosol",Medium,
1851,CRTAC1,Q9NQ79,Cartilage acidic protein 1,661,71421,"Secreted, extracellular space, extracellular matrix",Low  ,971.4462102293703
1852,CRTAP,O75718,Cartilage-associated protein,401,46562,"Secreted, extracellular space, extracellular matrix",Low,1658.1994209804802
1853,CRTC1,Q6UUV9,CREB-regulated transcription coactivator 1,634,67300,Cytoplasm; Nucleus,Medium,13408.603495600866
1854,CRTC2,Q53ET0,CREB-regulated transcription coactivator 2,693,73302,Cytoplasm; Nucleus,Low  ,
1855,CRTC3,Q6UUV7,CREB-regulated transcription coactivator 3,619,66959,Nucleus; Cytoplasm,High,
1856,CRY1,Q16526,Cryptochrome-1,586,66395,Cytoplasm; Nucleus,Low  ,
1857,CRY2,Q49AN0,Cryptochrome-2,593,66947,Cytoplasm; Nucleus,Low  ,
1858,CRYBA1,P05813,"Beta-crystallin A3 [Cleaved into: Beta-crystallin A3, isoform A1, Delta4 form; Beta-crystallin A3, isoform A1, Delta7 form; Beta-crystallin A3, isoform A1, Delta8 form]",215,25150,,Low  ,
1859,CRYBB1,P53674,Beta-crystallin B1,252,28023,,Medium,
1860,CRYBG3,Q68DQ2,Very large A-kise anchor protein,2970,330633,,Very Low,
1861,CRYL1,Q9Y2S2,Lambda-crystallin homolog,319,35419,Cytoplasm,High,
1862,CRYM,Q14894,Ketimine reductase mu-crystallin,314,33776,Cytoplasm,Very Low,
1863,CRYZ,Q08257,Quinone oxidoreductase,329,35207,Cytoplasm,High,89392.28332148172
1864,CRYZL1,O95825,Quinone oxidoreductase-like protein 1,349,38697,,Medium,13207.488727540767
1865,CS,O75390,"Citrate synthase, mitochondrial",466,51712,Mitochondrion matrix,High,412011.1057604983
1866,CSDE1,O75534,Cold shock domain-containing protein E1,798,88885,"Cytoplasm; Cytoplasm, Stress granule; Cytoplasm, P-body",High,130720.96434927089
1867,CSE1L,P55060,Exportin-2,971,110417,Cytoplasm; Nucleus,High,121915.28634265417
1868,CSGALNACT2,Q8N6G5,Chondroitin sulfate N-acetylgalactosaminyltransferase 2,542,62572,"Golgi apparatus, Golgi stack membrane",Medium,
1869,CSK,P41240,Tyrosine-protein kise CSK,450,50704,Cytoplasm; Cell membrane,High,60584.30081443123
1870,CSMD1,Q96PZ7,CUB and sushi domain-containing protein 1,3564,388736,Membrane,Low  ,
1871,CSMD2,Q7Z408,CUB and sushi domain-containing protein 2,3487,380039,Cell membrane,Medium,
1872,CSMD3,Q7Z407,CUB and sushi domain-containing protein 3,3707,406000,Cell membrane,Very Low,
1873,CSNK1A1,P48729,Casein kise I isoform alpha,337,38915,"Cytoplasm; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Chromosome, centromere, kinetochore; Nucleus speckle; Cytoplasm, cytoskeleton, cilium basal body; Cytoplasm, cytoskeleton, spindle",Medium,16643.517402611982
1874,CSNK1D,P48730,Casein kise I isoform delta,415,47330,"Cytoplasm; Nucleus; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",Medium,21848.253272116133
1875,CSNK1E,P49674,Casein kise I isoform epsilon,416,47315,Cytoplasm; Nucleus,Medium,21571.884811840486
1876,CSNK1G1,Q9HCP0,Casein kise I isoform gamma-1,422,48511,Cytoplasm,Very Low,427.628486158128
1877,CSNK1G2,P78368,Casein kise I isoform gamma-2,415,47457,"Cytoplasm, cell cortex; Cytoplasm",Low  ,789.4385394607358
1878,CSNK1G3,Q9Y6M4,Casein kise I isoform gamma-3,447,51389,Cytoplasm,Medium,10397.966738070747
1879,CSNK2A1,P68400,Casein kise II subunit alpha,391,45144,Nucleus,High,170205.23542325135
1880,CSNK2A2,P19784,Casein kise II subunit alpha',350,41213,Nucleus; Cytoplasm,High,50090.40818828177
1881,CSNK2B,P67870,Casein kise II subunit beta,215,24942,Nucleus,High,95638.62013549633
1882,CSPG4,Q6UVK1,Chondroitin sulfate proteoglycan 4,2322,250537,"Cell membrane; Apical cell membrane; Cell projection, lamellipodium membrane; Cell surface",Very Low,
1883,CSRNP2,Q9H175,Cysteine/serine-rich nuclear protein 2,543,59591,Nucleus,Very Low,
1884,CSRP1,P21291,Cysteine and glycine-rich protein 1,193,20567,Nucleus,High,60831.772619512914
1885,CSRP2,Q16527,Cysteine and glycine-rich protein 2,193,20954,Nucleus,High,53371.28866405172
1886,CST3,P01034,Cystatin-C,146,15799,Secreted,Low  ,4882.03347135771
1887,CSTB,P04080,Cystatin-B,98,11140,Cytoplasm; Nucleus,High,341352.1903379818
1888,CSTF1,Q05048,Cleavage stimulation factor subunit 1,431,48358,Nucleus,Medium,10263.055692614707
1889,CSTF2,P33240,Cleavage stimulation factor subunit 2,577,60959,Nucleus,Medium,21382.423664655333
1890,CSTF2T,Q9H0L4,Cleavage stimulation factor subunit 2 tau variant,616,64437,Nucleus,Low,6755.904203745835
1891,CSTF3,Q12996,Cleavage stimulation factor subunit 3,717,82922,Nucleus,Medium,17465.454302445418
1892,CSTPP1,Q9H6J7,Centriolar satellite-associated tubulin polyglutamylase complex regulator 1,331,37353,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite; Cytoplasm, cytoskeleton",Very Low,770.5178881111578
1893,CTBP1,Q13363,C-termil-binding protein 1,440,47535,Cytoplasm; Nucleus,High,98351.7965228472
1894,CTBP2,P56545,C-termil-binding protein 2,445,48945,Nucleus; Synapse,High,168837.58490502983
1895,CTBS,Q01459,Di-N-acetylchitobiase,385,43760,Lysosome,Low  ,
1896,CTCF,P49711,Transcriptiol repressor CTCF,727,82785,"Nucleus, nucleoplasm; Chromosome; Chromosome, centromere",High,
1897,CTDNEP1,O95476,CTD nuclear envelope phosphatase 1,244,28377,Endoplasmic reticulum membrane; Single-pass membrane protein; Nucleus membrane; Single-pass membrane protein,Low,2234.4565147758185
1898,CTDP1,Q9Y5B0,R polymerase II subunit A C-termil domain phosphatase,961,104399,"Nucleus; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Cytoplasm, cytoskeleton, spindle pole; Midbody",Low,1701.9192640197548
1899,CTDSPL,O15194,CTD small phosphatase-like protein,276,31129,Nucleus,Low  ,
1900,CTDSPL2,Q05D32,CTD small phosphatase-like protein 2,466,52999,,Low,2732.543650494275
1901,CTH,P32929,Cystathionine gamma-lyase,405,44508,Cytoplasm,Low,1792.9566565374441
1902,CTHRC1,Q96CG8,Collagen triple helix repeat-containing protein 1,243,26224,"Secreted, extracellular space, extracellular matrix",High,
1903,CTIF,O43310,CBP80/20-dependent translation initiation factor,598,67587,"Cytoplasm, perinuclear region",Medium,17182.42816745342
1904,CTNNA1,P35221,Catenin alpha-1,906,100071,"[Isoform 1]: Cytoplasm, cytoskeleton; Cell junction, adherens junction; Cell membrane; Peripheral membrane protein; Cytoplasmic side; Cell junction",High,69661.97468194296
1905,CTNNA2,P26232,Catenin alpha-2,953,105313,"Cell membrane; Cytoplasm; Cytoplasm, cytoskeleton; Cell junction, adherens junction; Cell projection, axon; Nucleus",High,81543.14280125842
1906,CTNNB1,Q2LD37,Bridge-like lipid transfer protein family member 1,5005,555482,Cell membrane; Endoplasmic reticulum membrane; Mitochondrion membrane,Very Low,85.9260767594164
1907,CTNNB1,P35222,Catenin beta-1,781,85497,"Cytoplasm; Nucleus; Cytoplasm, cytoskeleton; Cell junction, adherens junction; Cell junction; Cell membrane; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Cytoplasm, cytoskeleton, spindle pole; Synapse; Cytoplasm, cytoskeleton, cilium basal body",High,55843.89488411312
